item,id,domain,subcategory,socio_attr,gender,knob,metric,score_correct,score_adv,margin,prefers_correct
147,ani00746,animal,bird,,,layout_relation,vqa,0.945163,0.78875,0.156413,1
477,ani01003,animal,mammal,,,count,vqa,0.862053,0.85451,0.007543,1
62,ani01956,animal,animal,,,layout_relation,vqa,0.34559,0.472366,-0.126776,0
200,ani01294,animal,mammal,,,scale_size,vqa,0.934836,0.96357,-0.028734,0
247,ani00640,animal,bird,,,color_tone,vqa,0.893334,0.649442,0.243893,1
206,ani00283,animal,bird,,,scale_size,vqa,0.868814,0.898585,-0.02977,0
104,ani01216,animal,mammal,,,count,vqa,0.914073,0.824185,0.089888,1
48,ani00221,animal,bird,,,color_tone,vqa,0.815378,0.862053,-0.046674,0
402,ani00845,animal,mammal,,,layout_relation,vqa,0.967577,0.971246,-0.003669,0
240,ani00423,animal,bird,,,color_tone,vqa,0.95374,0.96122,-0.00748,0
168,ani00279,animal,bird,,,spatial,vqa,0.95374,0.868814,0.084925,1
452,ani00384,animal,bird,,,scale_size,vqa,0.967577,0.967577,0.0,1
90,ani00951,animal,mammal,,,layout_relation,vqa,0.903865,0.84786,0.056005,1
371,ani01659,animal,animal,,,layout_relation,vqa,0.914073,0.160715,0.753358,1
105,ani01216,animal,mammal,,,count,vqa,0.941709,0.914073,0.027635,1
416,ani01024,animal,mammal,,,color_tone,vqa,0.927108,0.815379,0.111729,1
221,ani00300,animal,bird,,,scale_size,vqa,0.875628,0.748964,0.126664,1
410,ani01399,animal,mammal,,,scale_size,vqa,0.95095,0.84786,0.10309,1
475,ani00266,animal,bird,,,spatial,vqa,0.945163,0.938495,0.006668,1
450,ani00384,animal,bird,,,scale_size,vqa,0.961219,0.969468,-0.008249,0
167,ani01776,animal,animal,,,spatial,vqa,0.934836,0.96357,-0.028734,0
307,ani00826,animal,mammal,,,color_tone,vqa,0.965454,0.96357,0.001884,1
25,ani01806,animal,animal,,,count,vqa,0.119433,0.941709,-0.822276,0
481,ani00292,animal,bird,,,scale_size,vqa,0.854509,0.748965,0.105544,1
103,ani01216,animal,mammal,,,count,vqa,0.941709,0.85451,0.087199,1
361,ani00857,animal,mammal,,,layout_relation,vqa,0.948168,0.95374,-0.005572,0
86,ani00951,animal,mammal,,,layout_relation,vqa,0.96122,0.948168,0.013052,1
469,ani01651,animal,animal,,,layout_relation,vqa,0.050571,0.958876,-0.908305,0
220,ani00300,animal,bird,,,scale_size,vqa,0.923043,0.798048,0.124995,1
27,ani01806,animal,animal,,,count,vqa,0.17651,0.927108,-0.750598,0
435,ani00232,animal,bird,,,color_tone,vqa,0.893334,0.738794,0.15454,1
446,ani01032,animal,mammal,,,color_tone,vqa,0.914072,0.748965,0.165108,1
241,ani00423,animal,bird,,,color_tone,vqa,0.956305,0.958876,-0.002572,0
378,ani00348,animal,bird,,,layout_relation,vqa,0.934836,0.847859,0.086977,1
493,ani01435,animal,animal,,,color_tone,vqa,0.944932,0.531096,0.413837,1
293,ani01214,animal,mammal,,,count,vqa,0.779561,0.862053,-0.082492,0
437,ani00232,animal,bird,,,color_tone,vqa,0.84786,0.60181,0.24605,1
385,ani01213,animal,mammal,,,count,vqa,0.881635,0.738795,0.14284,1
364,ani00118,animal,bird,,,count,vqa,0.898584,0.85451,0.044075,1
118,ani01901,animal,animal,,,count,vqa,0.759274,0.95374,-0.194466,0
218,ani00409,animal,bird,,,count,vqa,0.887682,0.67268,0.215002,1
19,ani00706,animal,bird,,,count,vqa,0.83962,0.738794,0.100825,1
113,ani01983,animal,animal,,,scale_size,vqa,0.706341,0.898584,-0.192244,0
495,ani01435,animal,animal,,,color_tone,vqa,0.903865,0.832273,0.071592,1
226,ani01329,animal,mammal,,,color_tone,vqa,0.748964,0.941939,-0.192974,0
497,ani00122,animal,bird,,,color_tone,vqa,0.914073,0.862053,0.05202,1
384,ani01213,animal,mammal,,,count,vqa,0.881635,0.903865,-0.022231,0
254,ani01874,animal,animal,,,spatial,vqa,0.300254,0.938495,-0.638241,0
266,ani00506,animal,bird,,,count,vqa,0.824185,0.769727,0.054458,1
996,obj01139,object,vehicle,,,count,vqa,0.78875,0.759275,0.029476,1
547,obj01345,object,tableware,,,spatial,vqa,0.893335,0.934836,-0.041502,0
974,obj00819,object,vehicle,,,layout_relation,vqa,0.769726,0.769726,-0.0,0
885,obj01578,object,tableware,,,spatial,vqa,0.956304,0.961219,-0.004915,0
934,obj00643,object,vehicle,,,count,vqa,0.759275,0.868814,-0.109539,0
621,obj01027,object,vehicle,,,color_tone,vqa,0.198456,0.375135,-0.176679,0
585,obj01700,object,tableware,,,layout_relation,vqa,0.881635,0.728763,0.152872,1
708,obj00275,object,furniture,,,count,vqa,0.941709,0.938496,0.003213,1
748,obj00568,object,furniture,,,layout_relation,vqa,0.875629,0.923044,-0.047415,0
746,obj00363,object,furniture,,,scale_size,vqa,0.95095,0.918548,0.032403,1
609,obj00677,object,vehicle,,,layout_relation,vqa,0.788751,0.67268,0.11607,1
942,obj00840,object,vehicle,,,spatial,vqa,0.375135,0.625783,-0.250648,0
705,obj01829,object,tableware,,,spatial,vqa,0.806666,0.914073,-0.107406,0
962,obj00313,object,furniture,,,layout_relation,vqa,0.96357,0.948168,0.015402,1
530,obj01023,object,vehicle,,,count,vqa,0.934837,0.95095,-0.016113,0
584,obj01700,object,tableware,,,layout_relation,vqa,0.931192,0.824185,0.107007,1
694,obj01545,object,tableware,,,color_tone,vqa,0.948168,0.868814,0.079354,1
501,obj00183,object,furniture,,,layout_relation,vqa,0.934837,0.931192,0.003644,1
699,obj01545,object,tableware,,,color_tone,vqa,0.931192,0.918547,0.012644,1
635,obj01126,object,vehicle,,,count,vqa,0.684609,0.394677,0.289933,1
997,obj01139,object,vehicle,,,count,vqa,0.717464,0.706341,0.011123,1
901,obj00477,object,furniture,,,scale_size,vqa,0.927109,0.927109,0.0,0
978,obj00734,object,vehicle,,,scale_size,vqa,0.394677,0.759274,-0.364598,0
732,obj00300,object,furniture,,,color_tone,vqa,0.918547,0.875629,0.042919,1
646,obj00506,object,furniture,,,count,vqa,0.824185,0.918547,-0.094362,0
716,obj01317,object,tableware,,,layout_relation,vqa,0.67268,0.887682,-0.215002,0
856,obj00622,object,furniture,,,scale_size,vqa,0.931192,0.95095,-0.019758,0
874,obj00502,object,furniture,,,count,vqa,0.938495,0.779561,0.158934,1
977,obj00734,object,vehicle,,,scale_size,vqa,0.862053,0.899023,-0.03697,0
784,obj01754,object,tableware,,,count,vqa,0.903865,0.941709,-0.037844,0
838,obj01633,object,tableware,,,count,vqa,0.893335,0.909177,-0.015842,0
867,obj00811,object,vehicle,,,layout_relation,vqa,0.554413,0.60181,-0.047397,0
749,obj00568,object,furniture,,,layout_relation,vqa,0.862053,0.938496,-0.076442,0
579,obj00804,object,vehicle,,,layout_relation,vqa,0.495035,0.84786,-0.352824,0
597,obj01112,object,vehicle,,,scale_size,vqa,0.909177,0.931192,-0.022015,0
651,obj00316,object,furniture,,,layout_relation,vqa,0.945164,0.893335,0.051829,1
611,obj00677,object,vehicle,,,layout_relation,vqa,0.22488,0.660959,-0.436079,0
529,obj01023,object,vehicle,,,count,vqa,0.909177,0.95095,-0.041773,0
796,obj01604,object,tableware,,,scale_size,vqa,0.903865,0.914073,-0.010208,0
876,obj00837,object,vehicle,,,spatial,vqa,0.806666,0.150977,0.655689,1
777,obj00935,object,vehicle,,,layout_relation,vqa,0.806667,0.898584,-0.091918,0
531,obj01023,object,vehicle,,,count,vqa,0.899023,0.614879,0.284144,1
882,obj00570,object,furniture,,,layout_relation,vqa,0.899024,0.938496,-0.039472,0
660,obj00537,object,furniture,,,color_tone,vqa,0.84786,0.961221,-0.113361,0
986,obj01469,object,tableware,,,spatial,vqa,0.948168,0.948168,-0.0,0
525,obj01023,object,vehicle,,,count,vqa,0.923043,0.847859,0.075184,1
799,obj01783,object,tableware,,,color_tone,vqa,0.893334,0.78875,0.104584,1
744,obj00363,object,furniture,,,scale_size,vqa,0.938496,0.934837,0.003659,1
757,obj01642,object,tableware,,,count,vqa,0.927109,0.909177,0.017932,1
936,obj00780,object,vehicle,,,color_tone,vqa,0.78875,0.78875,-0.0,0
771,obj01637,object,tableware,,,count,vqa,0.893335,0.881634,0.0117,1
580,obj00804,object,vehicle,,,layout_relation,vqa,0.728762,0.779561,-0.050799,0
955,obj01284,object,tableware,,,color_tone,vqa,0.958877,0.67268,0.286196,1
760,obj00985,object,vehicle,,,scale_size,vqa,0.945164,0.969469,-0.024305,0
541,obj00779,object,vehicle,,,color_tone,vqa,0.69539,0.798048,-0.102658,0
935,obj00643,object,vehicle,,,count,vqa,0.899024,0.824185,0.074838,1
595,obj01352,object,tableware,,,scale_size,vqa,0.945163,0.956305,-0.011142,0
535,obj01514,object,tableware,,,count,vqa,0.904307,0.903865,0.000442,1
804,obj00653,object,vehicle,,,color_tone,vqa,0.84786,0.832273,0.015587,1
534,obj01514,object,tableware,,,count,vqa,0.914073,0.862053,0.05202,1
845,obj00326,object,furniture,,,spatial,vqa,0.96122,0.887682,0.073538,1
620,obj01027,object,vehicle,,,color_tone,vqa,0.459624,0.284275,0.17535,1
706,obj01829,object,tableware,,,spatial,vqa,0.738794,0.854509,-0.115715,0
561,obj00345,object,furniture,,,spatial,vqa,0.958876,0.972907,-0.014031,0
791,obj01656,object,tableware,,,color_tone,vqa,0.927109,0.934836,-0.007728,0
626,obj01393,object,tableware,,,count,vqa,0.934836,0.459625,0.475212,1
961,obj00313,object,furniture,,,layout_relation,vqa,0.941709,0.956305,-0.014596,0
941,obj00840,object,vehicle,,,spatial,vqa,0.495035,0.565348,-0.070313,0
520,obj00003,object,furniture,,,count,vqa,0.934837,0.938495,-0.003659,0
817,obj01202,object,vehicle,,,spatial,vqa,0.84786,0.78875,0.059109,1
945,obj00402,object,furniture,,,color_tone,vqa,0.95374,0.927109,0.026631,1
714,obj01317,object,tableware,,,layout_relation,vqa,0.904306,0.649442,0.254865,1
836,obj00515,object,furniture,,,count,vqa,0.931191,0.438577,0.492615,1
798,obj01604,object,tableware,,,scale_size,vqa,0.948168,0.806667,0.141501,1
789,obj00155,object,furniture,,,color_tone,vqa,0.934837,0.887682,0.047154,1
767,obj00460,object,furniture,,,spatial,vqa,0.95095,0.875629,0.075321,1
661,obj00394,object,furniture,,,count,vqa,0.95095,0.95374,-0.00279,0
633,obj01393,object,tableware,,,count,vqa,0.945163,0.887682,0.057481,1
604,obj01112,object,vehicle,,,scale_size,vqa,0.945163,0.934836,0.010327,1
842,obj01522,object,tableware,,,count,vqa,0.927108,0.893335,0.033774,1
866,obj00548,object,furniture,,,color_tone,vqa,0.875628,0.893335,-0.017706,0
956,obj01284,object,tableware,,,color_tone,vqa,0.875628,0.875629,-0.0,0
622,obj00831,object,vehicle,,,spatial,vqa,0.531096,0.506775,0.024321,1
980,obj00734,object,vehicle,,,scale_size,vqa,0.903865,0.904306,-0.000441,0
702,obj01829,object,tableware,,,spatial,vqa,0.931191,0.945163,-0.013972,0
567,obj00614,object,furniture,,,scale_size,vqa,0.862053,0.95095,-0.088897,0
843,obj00326,object,furniture,,,spatial,vqa,0.941709,0.914073,0.027635,1
830,obj01610,object,tableware,,,scale_size,vqa,0.806667,0.927109,-0.120442,0
653,obj00316,object,furniture,,,layout_relation,vqa,0.956305,0.893335,0.06297,1
734,obj00300,object,furniture,,,color_tone,vqa,0.832273,0.806667,0.025607,1
923,obj00521,object,furniture,,,count,vqa,0.918547,0.903865,0.014682,1
884,obj01578,object,tableware,,,spatial,vqa,0.96122,0.898584,0.062636,1
537,obj01514,object,tableware,,,count,vqa,0.904307,0.898584,0.005722,1
504,obj00183,object,furniture,,,layout_relation,vqa,0.903865,0.931192,-0.027327,0
910,obj00827,object,vehicle,,,spatial,vqa,0.518793,0.649442,-0.130649,0
818,obj00846,object,vehicle,,,spatial,vqa,0.638125,0.171079,0.467045,1
788,obj00155,object,furniture,,,color_tone,vqa,0.909177,0.938496,-0.029319,0
551,obj00959,object,vehicle,,,spatial,vqa,0.931192,0.909176,0.022015,1
907,obj00777,object,vehicle,,,color_tone,vqa,0.779561,0.684609,0.094952,1
775,obj01594,object,tableware,,,spatial,vqa,0.898584,0.887681,0.010903,1
989,obj01645,object,tableware,,,count,vqa,0.898585,0.868814,0.029771,1
759,obj00985,object,vehicle,,,scale_size,vqa,0.956538,0.96122,-0.004682,0
916,obj01245,object,vehicle,,,scale_size,vqa,0.832273,0.832273,-0.0,0
914,obj01245,object,vehicle,,,scale_size,vqa,0.815379,0.565348,0.250031,1
678,obj01179,object,vehicle,,,layout_relation,vqa,0.798048,0.638126,0.159922,1
988,obj01645,object,tableware,,,count,vqa,0.96122,0.941709,0.019512,1
625,obj00831,object,vehicle,,,spatial,vqa,0.309785,0.260865,0.04892,1
689,obj01734,object,tableware,,,scale_size,vqa,0.923043,0.934836,-0.011793,0
645,obj00506,object,furniture,,,count,vqa,0.931192,0.941709,-0.010517,0
948,obj00402,object,furniture,,,color_tone,vqa,0.945164,0.944933,0.000231,1
724,obj01160,object,vehicle,,,color_tone,vqa,0.898585,0.554414,0.344171,1
778,obj00935,object,vehicle,,,layout_relation,vqa,0.506775,0.934837,-0.428062,0
860,obj00303,object,furniture,,,layout_relation,vqa,0.948168,0.941709,0.006459,1
654,obj00537,object,furniture,,,color_tone,vqa,0.931192,0.96122,-0.030028,0
813,obj01811,object,tableware,,,layout_relation,vqa,0.948168,0.95095,-0.002782,0
834,obj00775,object,vehicle,,,count,vqa,0.506775,0.738795,-0.23202,0
770,obj01637,object,tableware,,,count,vqa,0.862053,0.887682,-0.02563,0
906,obj01772,object,tableware,,,count,vqa,0.875628,0.887681,-0.012053,0
841,obj00637,object,vehicle,,,count,vqa,0.60181,0.706341,-0.104531,0
783,obj01754,object,tableware,,,count,vqa,0.909176,0.824184,0.084992,1
911,obj00825,object,vehicle,,,layout_relation,vqa,0.748965,0.832273,-0.083308,0
839,obj00791,object,vehicle,,,color_tone,vqa,0.728763,0.824185,-0.095422,0
553,obj00959,object,vehicle,,,spatial,vqa,0.899024,0.934836,-0.035813,0
568,obj00614,object,furniture,,,scale_size,vqa,0.909177,0.95095,-0.041773,0
897,obj01015,object,vehicle,,,count,vqa,0.875629,0.862053,0.013576,1
559,obj00345,object,furniture,,,spatial,vqa,0.96357,0.96357,0.0,0
554,obj00821,object,vehicle,,,layout_relation,vqa,0.353786,0.506775,-0.152989,0
880,obj00549,object,furniture,,,color_tone,vqa,0.898584,0.934836,-0.036252,0
966,obj00601,object,furniture,,,scale_size,vqa,0.918547,0.931192,-0.012644,0
639,obj01126,object,vehicle,,,count,vqa,0.798048,0.384031,0.414017,1
644,obj00506,object,furniture,,,count,vqa,0.903865,0.909177,-0.005312,0
809,obj00754,object,vehicle,,,count,vqa,0.748965,0.832273,-0.083308,0
607,obj01112,object,vehicle,,,scale_size,vqa,0.95374,0.334957,0.618783,1
675,obj01179,object,vehicle,,,layout_relation,vqa,0.832273,0.748965,0.083308,1
921,obj00521,object,furniture,,,count,vqa,0.54157,0.881634,-0.340064,0
851,obj00302,object,furniture,,,layout_relation,vqa,0.904307,0.903866,0.000441,1
824,obj00820,object,vehicle,,,layout_relation,vqa,0.518793,0.684609,-0.165817,0
875,obj00837,object,vehicle,,,spatial,vqa,0.193858,0.284275,-0.090416,0
758,obj01642,object,tableware,,,count,vqa,0.899024,0.85451,0.044514,1
750,obj00997,object,vehicle,,,scale_size,vqa,0.881635,0.893335,-0.0117,0
628,obj01393,object,tableware,,,count,vqa,0.847859,0.625783,0.222076,1
526,obj01023,object,vehicle,,,count,vqa,0.938495,0.927109,0.011387,1
998,obj00845,object,vehicle,,,spatial,vqa,0.717464,0.815378,-0.097914,0
863,obj00548,object,furniture,,,color_tone,vqa,0.84786,0.684609,0.163251,1
979,obj00734,object,vehicle,,,scale_size,vqa,0.893335,0.875628,0.017706,1
641,obj00506,object,furniture,,,count,vqa,0.903865,0.909177,-0.005312,0
522,obj00145,object,furniture,,,count,vqa,0.927109,0.95095,-0.023841,0
982,obj00734,object,vehicle,,,scale_size,vqa,0.684609,0.625784,0.058825,1
670,obj01458,object,tableware,,,spatial,vqa,0.958876,0.914072,0.044804,1
566,obj00345,object,furniture,,,spatial,vqa,0.96122,0.961221,-0.0,0
826,obj01774,object,tableware,,,count,vqa,0.934836,0.923043,0.011793,1
634,obj01393,object,tableware,,,count,vqa,0.945164,0.875628,0.069535,1
582,obj01700,object,tableware,,,layout_relation,vqa,0.899023,0.918547,-0.019524,0
726,obj01160,object,vehicle,,,color_tone,vqa,0.927109,0.448978,0.478131,1
782,obj01754,object,tableware,,,count,vqa,0.927109,0.927108,0.0,1
718,obj01317,object,tableware,,,layout_relation,vqa,0.832273,0.909177,-0.076904,0
787,obj00892,object,vehicle,,,count,vqa,0.96357,0.945163,0.018406,1
957,obj00517,object,furniture,,,count,vqa,0.903865,0.909177,-0.005312,0
557,obj00345,object,furniture,,,spatial,vqa,0.969469,0.95374,0.015729,1
538,obj01514,object,tableware,,,count,vqa,0.868814,0.875628,-0.006814,0
576,obj01276,object,tableware,,,color_tone,vqa,0.931192,0.85451,0.076682,1
779,obj00935,object,vehicle,,,layout_relation,vqa,0.893335,0.61368,0.279655,1
518,obj00003,object,furniture,,,count,vqa,0.934837,0.945164,-0.010327,0
892,obj01797,object,tableware,,,color_tone,vqa,0.941708,0.578755,0.362953,1
926,obj00841,object,vehicle,,,spatial,vqa,0.660959,0.495035,0.165923,1
939,obj00803,object,vehicle,,,layout_relation,vqa,0.625784,0.61488,0.010904,1
575,obj01276,object,tableware,,,color_tone,vqa,0.909177,0.948168,-0.038991,0
720,obj01160,object,vehicle,,,color_tone,vqa,0.918547,0.284275,0.634272,1
565,obj00345,object,furniture,,,spatial,vqa,0.963335,0.95374,0.009595,1
521,obj00145,object,furniture,,,count,vqa,0.938495,0.938496,-0.0,0
657,obj00537,object,furniture,,,color_tone,vqa,0.914073,0.961221,-0.047147,0
686,obj01734,object,tableware,,,scale_size,vqa,0.914073,0.918547,-0.004474,0
931,obj01816,object,tableware,,,layout_relation,vqa,0.893335,0.881634,0.0117,1
683,obj01149,object,vehicle,,,count,vqa,0.614879,0.518793,0.096086,1
968,obj00601,object,furniture,,,scale_size,vqa,0.914073,0.956305,-0.042232,0
627,obj01393,object,tableware,,,count,vqa,0.938495,0.918547,0.019948,1
552,obj00959,object,vehicle,,,spatial,vqa,0.638126,0.798048,-0.159922,0
681,obj01179,object,vehicle,,,layout_relation,vqa,0.798047,0.83962,-0.041573,0
786,obj01754,object,tableware,,,count,vqa,0.875628,0.738794,0.136834,1
992,obj01645,object,tableware,,,count,vqa,0.893335,0.918548,-0.025213,0
930,obj01816,object,tableware,,,layout_relation,vqa,0.914073,0.927108,-0.013035,0
871,obj01615,object,tableware,,,scale_size,vqa,0.938495,0.934836,0.003659,1
994,obj00760,object,vehicle,,,count,vqa,0.614879,0.738795,-0.123915,0
583,obj01700,object,tableware,,,layout_relation,vqa,0.875628,0.927108,-0.05148,0
590,obj01352,object,tableware,,,scale_size,vqa,0.945163,0.95095,-0.005787,0
711,obj00275,object,furniture,,,count,vqa,0.938496,0.941709,-0.003213,0
512,obj00038,object,furniture,,,color_tone,vqa,0.965454,0.769726,0.195727,1
591,obj01352,object,tableware,,,scale_size,vqa,0.931192,0.927108,0.004083,1
864,obj00548,object,furniture,,,color_tone,vqa,0.898584,0.84786,0.050725,1
710,obj00275,object,furniture,,,count,vqa,0.95095,0.918548,0.032403,1
973,obj00819,object,vehicle,,,layout_relation,vqa,0.67268,0.717464,-0.044784,0
636,obj01126,object,vehicle,,,count,vqa,0.69539,0.59017,0.10522,1
581,obj01700,object,tableware,,,layout_relation,vqa,0.887682,0.923043,-0.035361,0
555,obj00821,object,vehicle,,,layout_relation,vqa,0.284275,0.684609,-0.400334,0
695,obj01545,object,tableware,,,color_tone,vqa,0.945164,0.941709,0.003455,1
519,obj00003,object,furniture,,,count,vqa,0.941709,0.938496,0.003213,1
740,obj01087,object,vehicle,,,spatial,vqa,0.695389,0.84786,-0.15247,0
613,obj01027,object,vehicle,,,color_tone,vqa,0.945163,0.923043,0.022121,1
602,obj01112,object,vehicle,,,scale_size,vqa,0.69539,0.638125,0.057264,1
735,obj00300,object,furniture,,,color_tone,vqa,0.748965,0.868815,-0.11985,0
679,obj01179,object,vehicle,,,layout_relation,vqa,0.806667,0.728763,0.077904,1
656,obj00537,object,furniture,,,color_tone,vqa,0.779561,0.95374,-0.174179,0
616,obj01027,object,vehicle,,,color_tone,vqa,0.893335,0.927109,-0.033774,0
614,obj01027,object,vehicle,,,color_tone,vqa,0.927109,0.956538,-0.02943,0
999,obj00845,object,vehicle,,,spatial,vqa,0.54157,0.806667,-0.265096,0
598,obj01112,object,vehicle,,,scale_size,vqa,0.903865,0.903865,-0.0,0
704,obj01829,object,tableware,,,spatial,vqa,0.941708,0.903865,0.037843,1
668,obj01458,object,tableware,,,spatial,vqa,0.941708,0.769726,0.171982,1
642,obj00506,object,furniture,,,count,vqa,0.934836,0.918547,0.016289,1
894,obj01797,object,tableware,,,color_tone,vqa,0.941709,0.375135,0.566574,1
944,obj00402,object,furniture,,,color_tone,vqa,0.945164,0.941708,0.003455,1
953,obj01284,object,tableware,,,color_tone,vqa,0.945164,0.815379,0.129785,1
946,obj00402,object,furniture,,,color_tone,vqa,0.931192,0.918547,0.012644,1
793,obj01656,object,tableware,,,color_tone,vqa,0.938495,0.95374,-0.015245,0
774,obj01594,object,tableware,,,spatial,vqa,0.899023,0.868814,0.03021,1
669,obj01458,object,tableware,,,spatial,vqa,0.938495,0.798047,0.140448,1
514,obj00038,object,furniture,,,color_tone,vqa,0.965453,0.95095,0.014504,1
972,obj00792,object,vehicle,,,color_tone,vqa,0.660959,0.78875,-0.127791,0
922,obj00521,object,furniture,,,count,vqa,0.914073,0.938495,-0.024422,0
812,obj01811,object,tableware,,,layout_relation,vqa,0.956305,0.862053,0.094252,1
862,obj00303,object,furniture,,,layout_relation,vqa,0.956305,0.923044,0.033261,1
932,obj01816,object,tableware,,,layout_relation,vqa,0.875629,0.887682,-0.012053,0
806,obj00891,object,vehicle,,,count,vqa,0.815379,0.495035,0.320344,1
722,obj01160,object,vehicle,,,color_tone,vqa,0.832273,0.448978,0.383295,1
676,obj01179,object,vehicle,,,layout_relation,vqa,0.83962,0.69539,0.14423,1
918,obj00264,object,furniture,,,count,vqa,0.95374,0.95374,0.0,1
723,obj01160,object,vehicle,,,color_tone,vqa,0.660959,0.448978,0.211981,1
761,obj00985,object,vehicle,,,scale_size,vqa,0.923043,0.956304,-0.033261,0
908,obj00778,object,vehicle,,,color_tone,vqa,0.554413,0.660959,-0.106546,0
697,obj01545,object,tableware,,,color_tone,vqa,0.931192,0.60181,0.329382,1
965,obj00601,object,furniture,,,scale_size,vqa,0.868814,0.931192,-0.062378,0
630,obj01393,object,tableware,,,count,vqa,0.941709,0.938495,0.003213,1
853,obj00302,object,furniture,,,layout_relation,vqa,0.95374,0.953741,-0.0,0
773,obj01594,object,tableware,,,spatial,vqa,0.948168,0.909176,0.038992,1
500,obj00183,object,furniture,,,layout_relation,vqa,0.918547,0.956305,-0.037758,0
600,obj01112,object,vehicle,,,scale_size,vqa,0.898584,0.898584,-0.0,0
828,obj01774,object,tableware,,,count,vqa,0.903865,0.903865,0.0,1
832,obj01636,object,tableware,,,count,vqa,0.893335,0.806667,0.086668,1
790,obj00155,object,furniture,,,color_tone,vqa,0.945164,0.941709,0.003455,1
970,obj01763,object,tableware,,,count,vqa,0.881635,0.918547,-0.036913,0
785,obj01754,object,tableware,,,count,vqa,0.887682,0.868814,0.018868,1
563,obj00345,object,furniture,,,spatial,vqa,0.965454,0.941709,0.023745,1
879,obj00549,object,furniture,,,color_tone,vqa,0.918547,0.83962,0.078927,1
658,obj00537,object,furniture,,,color_tone,vqa,0.832273,0.961221,-0.128947,0
709,obj00275,object,furniture,,,count,vqa,0.944933,0.927109,0.017824,1
816,obj01202,object,vehicle,,,spatial,vqa,0.904307,0.769727,0.134579,1
603,obj01112,object,vehicle,,,scale_size,vqa,0.956305,0.95374,0.002565,1
895,obj01797,object,tableware,,,color_tone,vqa,0.875628,0.459624,0.416004,1
833,obj00775,object,vehicle,,,count,vqa,0.78875,0.769727,0.019023,1
854,obj00622,object,furniture,,,scale_size,vqa,0.927109,0.941709,-0.0146,0
532,obj01023,object,vehicle,,,count,vqa,0.923044,0.798048,0.124996,1
549,obj01345,object,tableware,,,spatial,vqa,0.881634,0.918547,-0.036913,0
825,obj00820,object,vehicle,,,layout_relation,vqa,0.69539,0.728763,-0.033372,0
811,obj00754,object,vehicle,,,count,vqa,0.69539,0.839621,-0.14423,0
803,obj00653,object,vehicle,,,color_tone,vqa,0.706341,0.798048,-0.091707,0
769,obj00460,object,furniture,,,spatial,vqa,0.903865,0.881635,0.02223,1
673,obj00144,object,furniture,,,count,vqa,0.931192,0.903865,0.027327,1
691,obj01734,object,tableware,,,scale_size,vqa,0.941708,0.923043,0.018665,1
731,obj00300,object,furniture,,,color_tone,vqa,0.806667,0.769727,0.03694,1
544,obj01345,object,tableware,,,spatial,vqa,0.847859,0.887682,-0.039822,0
829,obj01610,object,tableware,,,scale_size,vqa,0.941708,0.893335,0.048374,1
891,obj00828,object,vehicle,,,spatial,vqa,0.375135,0.405617,-0.030483,0
577,obj01276,object,tableware,,,color_tone,vqa,0.868814,0.958876,-0.090062,0
753,obj00629,object,vehicle,,,count,vqa,0.769727,0.578755,0.190972,1
640,obj00506,object,furniture,,,count,vqa,0.938496,0.903865,0.03463,1
713,obj01317,object,tableware,,,layout_relation,vqa,0.893335,0.728762,0.164573,1
765,obj00460,object,furniture,,,spatial,vqa,0.95374,0.945164,0.008576,1
737,obj01087,object,vehicle,,,spatial,vqa,0.847859,0.887681,-0.039822,0
573,obj01276,object,tableware,,,color_tone,vqa,0.918547,0.309785,0.608762,1
877,obj00837,object,vehicle,,,spatial,vqa,0.284275,0.300254,-0.01598,0
610,obj00677,object,vehicle,,,layout_relation,vqa,0.759275,0.518793,0.240482,1
701,obj01829,object,tableware,,,spatial,vqa,0.948167,0.903864,0.044303,1
648,obj00822,object,vehicle,,,layout_relation,vqa,0.638125,0.60181,0.036315,1
655,obj00537,object,furniture,,,color_tone,vqa,0.958877,0.881635,0.077242,1
667,obj01458,object,tableware,,,spatial,vqa,0.934836,0.875628,0.059209,1
847,obj00326,object,furniture,,,spatial,vqa,0.969469,0.948168,0.021301,1
619,obj01027,object,vehicle,,,color_tone,vqa,0.909177,0.779561,0.129616,1
802,obj00653,object,vehicle,,,color_tone,vqa,0.875628,0.85451,0.021119,1
776,obj01594,object,tableware,,,spatial,vqa,0.923043,0.923043,-0.0,0
672,obj00144,object,furniture,,,count,vqa,0.927109,0.887682,0.039426,1
873,obj00799,object,vehicle,,,color_tone,vqa,0.706341,0.83962,-0.133279,0
768,obj00460,object,furniture,,,spatial,vqa,0.944933,0.472366,0.472567,1
819,obj00391,object,furniture,,,count,vqa,0.958877,0.95374,0.005136,1
703,obj01829,object,tableware,,,spatial,vqa,0.914072,0.717463,0.196609,1
855,obj00622,object,furniture,,,scale_size,vqa,0.893335,0.958877,-0.065542,0
688,obj01734,object,tableware,,,scale_size,vqa,0.914073,0.903865,0.010208,1
543,obj01345,object,tableware,,,spatial,vqa,0.862053,0.914073,-0.05202,0
792,obj01656,object,tableware,,,color_tone,vqa,0.941708,0.660958,0.28075,1
912,obj01245,object,vehicle,,,scale_size,vqa,0.779561,0.67268,0.106881,1
572,obj01276,object,tableware,,,color_tone,vqa,0.941708,0.909177,0.032531,1
631,obj01393,object,tableware,,,count,vqa,0.941709,0.67268,0.269029,1
